v960066,v960067,v960070,v960071,v960073,v960115,v960119,v960272,v960281,v960284,v960292,v960293,v960365,v960385,v960420,v960568,v960571,v960605,v960606,v960610,v960701,v961039,v961300,religion
1.0,1.0,2.0,2.0,1.0,1.0,1.0,60.0,40.0,60.0,40.0,60.0,5.0,3.0,5.0,4.0,1.0,73.0,1.0,5.0,15.0,,5.0,1.0
1.0,1.0,4.0,3.0,4.0,2.0,0.0,85.0,70.0,30.0,50.0,50.0,,3.0,3.0,2.0,1.0,42.0,1.0,4.0,10.0,50.0,5.0,1.0
2.0,1.0,4.0,2.0,3.0,2.0,0.0,60.0,40.0,30.0,60.0,70.0,5.0,3.0,5.0,2.0,1.0,64.0,1.0,2.0,15.0,40.0,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,85.0,85.0,,85.0,70.0,5.0,3.0,1.0,1.0,1.0,24.0,5.0,4.0,12.0,85.0,5.0,2.0
2.0,1.0,4.0,2.0,3.0,2.0,0.0,40.0,40.0,,40.0,60.0,7.0,3.0,5.0,2.0,1.0,31.0,1.0,3.0,19.0,60.0,5.0,1.0
1.0,1.0,4.0,3.0,3.0,2.0,0.0,30.0,30.0,15.0,30.0,30.0,,5.0,3.0,2.0,2.0,44.0,5.0,3.0,15.0,30.0,5.0,9.0
2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,4.0,3.0,3.0,2.0,2.0,28.0,1.0,3.0,19.0,70.0,5.0,9.0
2.0,1.0,2.0,3.0,1.0,2.0,0.0,30.0,15.0,40.0,30.0,15.0,3.0,1.0,3.0,4.0,1.0,36.0,1.0,6.0,20.0,30.0,5.0,9.0
2.0,1.0,5.0,3.0,2.0,2.0,1.0,,,,60.0,50.0,,1.0,0.0,2.0,1.0,72.0,2.0,1.0,,,1.0,1.0
2.0,1.0,3.0,3.0,2.0,2.0,1.0,85.0,85.0,15.0,85.0,15.0,2.0,1.0,2.0,5.0,1.0,47.0,5.0,7.0,18.0,70.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,1.0,75.0,30.0,40.0,75.0,70.0,6.0,1.0,2.0,1.0,1.0,33.0,1.0,6.0,17.0,15.0,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,1.0,15.0,15.0,60.0,0.0,0.0,3.0,5.0,5.0,1.0,2.0,46.0,3.0,4.0,15.0,30.0,5.0,1.0
1.0,1.0,3.0,2.0,2.0,2.0,0.0,70.0,15.0,40.0,60.0,60.0,5.0,1.0,4.0,2.0,1.0,30.0,1.0,4.0,21.0,60.0,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,50.0,40.0,0.0,50.0,10.0,1.0,5.0,0.0,1.0,1.0,27.0,1.0,3.0,12.0,50.0,5.0,1.0
2.0,1.0,3.0,2.0,2.0,2.0,0.0,30.0,0.0,70.0,30.0,85.0,6.0,5.0,6.0,2.0,1.0,40.0,3.0,6.0,16.0,30.0,5.0,1.0
1.0,1.0,2.0,1.0,1.0,2.0,0.0,40.0,30.0,40.0,40.0,60.0,5.0,1.0,5.0,4.0,1.0,39.0,1.0,7.0,22.0,60.0,5.0,1.0
1.0,3.0,3.0,2.0,1.0,2.0,0.0,15.0,15.0,60.0,40.0,70.0,7.0,5.0,4.0,2.0,1.0,42.0,1.0,3.0,21.0,15.0,5.0,1.0
1.0,1.0,3.0,2.0,2.0,2.0,0.0,15.0,0.0,70.0,0.0,85.0,7.0,3.0,6.0,4.0,1.0,45.0,1.0,4.0,22.0,40.0,5.0,1.0
1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,70.0,6.0,1.0,4.0,5.0,1.0,37.0,1.0,3.0,,40.0,5.0,1.0
1.0,1.0,4.0,4.0,4.0,2.0,0.0,100.0,85.0,60.0,85.0,60.0,,1.0,0.0,2.0,2.0,69.0,1.0,2.0,6.0,85.0,5.0,9.0
2.0,1.0,4.0,3.0,4.0,2.0,0.0,70.0,70.0,0.0,50.0,50.0,4.0,3.0,3.0,2.0,2.0,40.0,3.0,3.0,8.0,85.0,5.0,7.0
2.0,1.0,3.0,3.0,2.0,2.0,0.0,50.0,0.0,30.0,,,4.0,3.0,2.0,4.0,1.0,58.0,1.0,1.0,21.0,50.0,5.0,9.0
2.0,1.0,3.0,2.0,3.0,2.0,0.0,85.0,70.0,0.0,60.0,60.0,,1.0,3.0,3.0,1.0,54.0,3.0,6.0,15.0,70.0,5.0,1.0
2.0,1.0,5.0,3.0,3.0,2.0,0.0,15.0,50.0,,,,4.0,1.0,3.0,1.0,1.0,49.0,1.0,4.0,16.0,70.0,5.0,1.0
2.0,1.0,3.0,3.0,2.0,2.0,0.0,30.0,15.0,60.0,40.0,60.0,6.0,3.0,5.0,3.0,1.0,26.0,1.0,5.0,18.0,30.0,5.0,2.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,80.0,70.0,,50.0,50.0,4.0,5.0,3.0,1.0,1.0,26.0,1.0,3.0,14.0,,5.0,9.0
1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,85.0,40.0,60.0,6.0,3.0,5.0,5.0,1.0,45.0,1.0,4.0,19.0,10.0,5.0,1.0
2.0,1.0,5.0,4.0,4.0,2.0,1.0,40.0,50.0,50.0,40.0,60.0,,3.0,5.0,4.0,2.0,38.0,3.0,3.0,2.0,85.0,5.0,1.0
2.0,1.0,4.0,3.0,2.0,2.0,1.0,30.0,30.0,,60.0,70.0,,1.0,4.0,4.0,1.0,28.0,1.0,4.0,14.0,85.0,5.0,1.0
2.0,1.0,3.0,3.0,1.0,2.0,9.0,40.0,60.0,60.0,50.0,50.0,,5.0,5.0,2.0,1.0,67.0,2.0,3.0,6.0,70.0,5.0,9.0
1.0,1.0,4.0,3.0,3.0,2.0,9.0,50.0,60.0,40.0,60.0,40.0,3.0,3.0,5.0,2.0,2.0,25.0,4.0,3.0,10.0,,,9.0
1.0,1.0,1.0,1.0,2.0,2.0,9.0,15.0,10.0,70.0,20.0,60.0,6.0,1.0,6.0,4.0,1.0,41.0,1.0,6.0,18.0,50.0,5.0,2.0
1.0,1.0,3.0,3.0,2.0,2.0,9.0,70.0,50.0,50.0,60.0,40.0,4.0,3.0,1.0,4.0,1.0,21.0,5.0,5.0,21.0,60.0,5.0,2.0
2.0,1.0,3.0,2.0,2.0,2.0,9.0,60.0,50.0,,50.0,60.0,,3.0,,1.0,1.0,42.0,5.0,2.0,7.0,,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,9.0,75.0,50.0,0.0,70.0,50.0,4.0,3.0,2.0,5.0,1.0,44.0,1.0,3.0,23.0,60.0,5.0,2.0
2.0,1.0,3.0,2.0,3.0,2.0,9.0,85.0,85.0,70.0,85.0,70.0,,1.0,0.0,1.0,1.0,64.0,1.0,3.0,16.0,75.0,5.0,2.0
2.0,1.0,3.0,3.0,4.0,2.0,9.0,50.0,50.0,50.0,50.0,50.0,,3.0,,,1.0,42.0,3.0,3.0,17.0,50.0,5.0,7.0
1.0,1.0,2.0,1.0,2.0,2.0,9.0,0.0,0.0,50.0,30.0,70.0,5.0,3.0,4.0,2.0,1.0,33.0,3.0,3.0,16.0,75.0,5.0,1.0
2.0,1.0,3.0,3.0,2.0,2.0,9.0,40.0,30.0,,50.0,50.0,4.0,1.0,3.0,2.0,1.0,72.0,3.0,4.0,7.0,100.0,5.0,9.0
2.0,1.0,3.0,3.0,3.0,2.0,9.0,40.0,60.0,40.0,40.0,70.0,4.0,5.0,5.0,1.0,1.0,39.0,1.0,3.0,21.0,70.0,5.0,9.0
1.0,1.0,2.0,2.0,3.0,2.0,9.0,50.0,0.0,0.0,50.0,50.0,6.0,5.0,1.0,1.0,1.0,40.0,1.0,3.0,18.0,0.0,5.0,9.0
2.0,1.0,2.0,2.0,3.0,2.0,9.0,90.0,90.0,50.0,85.0,45.0,2.0,1.0,0.0,2.0,1.0,33.0,1.0,5.0,20.0,75.0,5.0,2.0
2.0,1.0,2.0,2.0,2.0,2.0,9.0,60.0,50.0,40.0,50.0,70.0,4.0,1.0,5.0,2.0,1.0,58.0,3.0,7.0,19.0,50.0,5.0,2.0
2.0,1.0,2.0,2.0,3.0,2.0,9.0,40.0,40.0,,50.0,50.0,1.0,5.0,3.0,1.0,1.0,44.0,1.0,3.0,18.0,60.0,5.0,1.0
2.0,1.0,2.0,2.0,3.0,2.0,9.0,70.0,70.0,0.0,70.0,0.0,3.0,1.0,1.0,5.0,1.0,53.0,3.0,2.0,17.0,85.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,30.0,30.0,60.0,50.0,50.0,6.0,3.0,3.0,2.0,1.0,82.0,1.0,1.0,13.0,,5.0,2.0
1.0,1.0,2.0,2.0,2.0,2.0,0.0,60.0,40.0,50.0,55.0,60.0,4.0,3.0,4.0,4.0,1.0,56.0,1.0,7.0,20.0,40.0,5.0,1.0
1.0,1.0,2.0,2.0,2.0,2.0,0.0,,50.0,0.0,75.0,40.0,4.0,3.0,0.0,4.0,1.0,70.0,1.0,3.0,16.0,60.0,5.0,2.0
2.0,1.0,3.0,3.0,3.0,2.0,1.0,60.0,60.0,85.0,40.0,85.0,4.0,3.0,6.0,4.0,1.0,58.0,1.0,3.0,20.0,60.0,5.0,1.0
2.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,5.0,3.0,5.0,1.0,44.0,1.0,3.0,,,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,1.0,70.0,60.0,30.0,70.0,40.0,4.0,5.0,1.0,1.0,1.0,62.0,2.0,1.0,,,5.0,1.0
1.0,1.0,5.0,3.0,3.0,2.0,1.0,50.0,50.0,50.0,50.0,50.0,4.0,1.0,2.0,2.0,1.0,34.0,1.0,3.0,17.0,50.0,5.0,1.0
2.0,1.0,3.0,2.0,3.0,2.0,1.0,40.0,40.0,70.0,15.0,100.0,4.0,5.0,6.0,4.0,1.0,39.0,1.0,4.0,20.0,70.0,5.0,1.0
1.0,1.0,3.0,2.0,3.0,2.0,0.0,5.0,5.0,,20.0,75.0,4.0,5.0,6.0,1.0,2.0,22.0,6.0,3.0,15.0,,5.0,9.0
1.0,1.0,2.0,2.0,2.0,2.0,0.0,60.0,40.0,40.0,60.0,60.0,4.0,1.0,1.0,2.0,1.0,37.0,1.0,3.0,18.0,85.0,5.0,2.0
2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,70.0,60.0,30.0,70.0,4.0,3.0,2.0,2.0,1.0,75.0,1.0,4.0,15.0,70.0,5.0,2.0
2.0,1.0,2.0,3.0,2.0,2.0,0.0,60.0,50.0,50.0,60.0,60.0,4.0,3.0,2.0,4.0,1.0,80.0,1.0,1.0,7.0,60.0,5.0,9.0
1.0,1.0,3.0,2.0,1.0,2.0,0.0,85.0,70.0,50.0,85.0,60.0,4.0,3.0,1.0,2.0,1.0,62.0,1.0,2.0,21.0,85.0,5.0,1.0
1.0,1.0,2.0,1.0,2.0,2.0,0.0,10.0,10.0,60.0,30.0,60.0,6.0,3.0,6.0,4.0,1.0,56.0,1.0,3.0,24.0,40.0,5.0,2.0
2.0,1.0,3.0,3.0,2.0,2.0,0.0,85.0,85.0,0.0,70.0,70.0,4.0,5.0,4.0,2.0,1.0,68.0,2.0,3.0,7.0,30.0,5.0,1.0
2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,15.0,70.0,30.0,85.0,6.0,3.0,6.0,2.0,1.0,57.0,1.0,7.0,23.0,15.0,,1.0
2.0,1.0,5.0,4.0,2.0,2.0,0.0,100.0,100.0,40.0,90.0,60.0,,3.0,5.0,2.0,1.0,34.0,1.0,2.0,17.0,60.0,5.0,9.0
2.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,100.0,,50.0,40.0,,5.0,3.0,1.0,1.0,30.0,1.0,2.0,1.0,70.0,5.0,1.0
2.0,1.0,4.0,3.0,2.0,2.0,0.0,70.0,60.0,,85.0,0.0,4.0,3.0,1.0,1.0,1.0,32.0,1.0,3.0,18.0,70.0,5.0,9.0
2.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,50.0,85.0,85.0,,5.0,4.0,1.0,2.0,59.0,2.0,3.0,12.0,60.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,70.0,60.0,15.0,100.0,100.0,,3.0,3.0,1.0,2.0,72.0,1.0,1.0,,50.0,5.0,1.0
1.0,1.0,4.0,3.0,4.0,2.0,0.0,60.0,60.0,,50.0,50.0,,3.0,1.0,1.0,2.0,78.0,1.0,3.0,,50.0,5.0,9.0
1.0,1.0,5.0,2.0,4.0,2.0,5.0,70.0,60.0,40.0,60.0,40.0,5.0,1.0,1.0,3.0,1.0,61.0,1.0,3.0,18.0,60.0,5.0,1.0
1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,10.0,85.0,55.0,75.0,6.0,3.0,5.0,4.0,1.0,47.0,1.0,7.0,22.0,60.0,5.0,1.0
2.0,1.0,4.0,3.0,3.0,2.0,5.0,60.0,40.0,15.0,100.0,0.0,,5.0,1.0,2.0,1.0,48.0,3.0,3.0,14.0,50.0,5.0,1.0
2.0,1.0,2.0,2.0,1.0,2.0,5.0,70.0,60.0,15.0,60.0,50.0,4.0,5.0,2.0,5.0,1.0,73.0,3.0,6.0,12.0,50.0,5.0,1.0
2.0,1.0,2.0,2.0,3.0,3.0,5.0,85.0,70.0,60.0,70.0,50.0,4.0,3.0,1.0,2.0,2.0,70.0,2.0,3.0,8.0,85.0,5.0,9.0
2.0,1.0,3.0,3.0,3.0,2.0,5.0,30.0,50.0,15.0,50.0,50.0,5.0,5.0,3.0,4.0,1.0,55.0,2.0,3.0,11.0,40.0,1.0,2.0
1.0,1.0,4.0,2.0,4.0,2.0,5.0,70.0,30.0,40.0,70.0,50.0,6.0,3.0,1.0,4.0,1.0,38.0,1.0,4.0,20.0,40.0,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,30.0,15.0,50.0,40.0,70.0,6.0,3.0,5.0,3.0,1.0,35.0,1.0,5.0,16.0,,,1.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,70.0,60.0,50.0,60.0,40.0,,1.0,1.0,4.0,1.0,49.0,1.0,3.0,14.0,70.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,35.0,25.0,25.0,15.0,50.0,6.0,5.0,5.0,1.0,1.0,28.0,1.0,3.0,12.0,10.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,60.0,50.0,50.0,70.0,70.0,,1.0,3.0,2.0,1.0,47.0,1.0,3.0,18.0,60.0,5.0,1.0
2.0,1.0,3.0,3.0,1.0,2.0,0.0,70.0,40.0,15.0,60.0,50.0,4.0,1.0,2.0,2.0,1.0,27.0,1.0,5.0,17.0,50.0,5.0,2.0
1.0,1.0,1.0,1.0,2.0,2.0,0.0,30.0,15.0,85.0,15.0,100.0,7.0,5.0,6.0,4.0,1.0,39.0,1.0,3.0,16.0,70.0,5.0,2.0
1.0,1.0,3.0,3.0,3.0,2.0,1.0,70.0,70.0,60.0,70.0,60.0,,3.0,1.0,2.0,1.0,45.0,1.0,3.0,18.0,70.0,5.0,2.0
2.0,1.0,3.0,3.0,4.0,2.0,1.0,100.0,85.0,40.0,85.0,30.0,,5.0,2.0,1.0,1.0,77.0,2.0,1.0,8.0,,,1.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,15.0,15.0,85.0,30.0,100.0,6.0,3.0,6.0,2.0,2.0,77.0,1.0,3.0,17.0,30.0,5.0,2.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,30.0,30.0,,60.0,,5.0,1.0,5.0,2.0,1.0,25.0,1.0,5.0,15.0,,5.0,1.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,85.0,85.0,60.0,50.0,60.0,4.0,3.0,0.0,1.0,1.0,45.0,1.0,3.0,22.0,,,1.0
1.0,1.0,3.0,3.0,2.0,2.0,0.0,60.0,60.0,50.0,70.0,70.0,6.0,1.0,1.0,1.0,1.0,75.0,2.0,3.0,18.0,70.0,5.0,2.0
2.0,1.0,3.0,3.0,3.0,2.0,0.0,30.0,15.0,30.0,40.0,70.0,6.0,3.0,6.0,4.0,1.0,58.0,1.0,6.0,16.0,40.0,5.0,1.0
2.0,1.0,3.0,2.0,3.0,2.0,0.0,15.0,15.0,40.0,40.0,85.0,6.0,1.0,6.0,5.0,1.0,50.0,1.0,3.0,14.0,30.0,5.0,1.0
2.0,1.0,2.0,3.0,2.0,2.0,1.0,15.0,60.0,60.0,30.0,70.0,6.0,5.0,5.0,2.0,1.0,30.0,5.0,5.0,13.0,70.0,1.0,1.0
2.0,1.0,2.0,2.0,2.0,2.0,1.0,70.0,60.0,15.0,70.0,30.0,2.0,3.0,0.0,2.0,2.0,27.0,1.0,6.0,18.0,60.0,5.0,9.0
1.0,1.0,1.0,1.0,1.0,2.0,22.0,85.0,75.0,8.0,75.0,40.0,5.0,3.0,2.0,3.0,1.0,58.0,1.0,7.0,21.0,60.0,5.0,1.0
2.0,1.0,2.0,2.0,2.0,2.0,22.0,15.0,15.0,85.0,30.0,100.0,6.0,5.0,6.0,2.0,1.0,71.0,2.0,3.0,,60.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,22.0,50.0,40.0,60.0,40.0,60.0,5.0,3.0,5.0,2.0,2.0,62.0,1.0,5.0,12.0,60.0,5.0,9.0
2.0,1.0,4.0,3.0,3.0,2.0,22.0,100.0,100.0,60.0,100.0,0.0,2.0,1.0,0.0,2.0,1.0,30.0,1.0,3.0,15.0,,,1.0
2.0,1.0,4.0,3.0,4.0,2.0,22.0,70.0,60.0,,70.0,15.0,1.0,1.0,1.0,2.0,2.0,20.0,5.0,3.0,1.0,70.0,5.0,9.0
2.0,1.0,2.0,2.0,1.0,2.0,22.0,100.0,50.0,0.0,85.0,15.0,2.0,1.0,0.0,5.0,1.0,29.0,5.0,6.0,11.0,100.0,1.0,2.0
1.0,1.0,3.0,2.0,1.0,2.0,22.0,40.0,0.0,40.0,40.0,60.0,5.0,3.0,3.0,5.0,1.0,55.0,1.0,3.0,,50.0,5.0,9.0
1.0,1.0,2.0,2.0,2.0,2.0,22.0,85.0,70.0,30.0,60.0,40.0,4.0,1.0,2.0,2.0,1.0,27.0,1.0,6.0,14.0,85.0,5.0,1.0
1.0,1.0,2.0,3.0,1.0,4.0,22.0,60.0,85.0,0.0,60.0,40.0,4.0,3.0,1.0,5.0,1.0,32.0,1.0,5.0,11.0,100.0,,1.0
1.0,1.0,5.0,3.0,5.0,2.0,22.0,70.0,50.0,,70.0,30.0,,1.0,0.0,2.0,2.0,29.0,1.0,3.0,16.0,60.0,5.0,9.0
2.0,1.0,2.0,2.0,2.0,2.0,22.0,100.0,100.0,0.0,100.0,0.0,,1.0,0.0,5.0,1.0,70.0,2.0,3.0,14.0,100.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,2.0,22.0,15.0,15.0,60.0,40.0,70.0,7.0,3.0,5.0,2.0,1.0,28.0,1.0,4.0,14.0,30.0,5.0,7.0
1.0,1.0,4.0,3.0,4.0,2.0,22.0,60.0,60.0,30.0,60.0,60.0,4.0,3.0,1.0,4.0,1.0,48.0,1.0,3.0,16.0,40.0,5.0,2.0
2.0,1.0,3.0,3.0,3.0,2.0,22.0,85.0,60.0,0.0,,,,5.0,3.0,2.0,1.0,65.0,3.0,3.0,8.0,60.0,5.0,1.0
2.0,1.0,3.0,3.0,2.0,2.0,22.0,100.0,100.0,0.0,100.0,30.0,,1.0,0.0,4.0,1.0,69.0,2.0,3.0,12.0,15.0,5.0,1.0
1.0,1.0,2.0,2.0,2.0,2.0,0.0,85.0,85.0,30.0,85.0,15.0,3.0,1.0,1.0,2.0,1.0,67.0,1.0,3.0,14.0,85.0,5.0,1.0
2.0,1.0,2.0,2.0,1.0,2.0,0.0,70.0,40.0,50.0,60.0,60.0,4.0,1.0,3.0,4.0,1.0,40.0,1.0,4.0,21.0,60.0,5.0,2.0
2.0,1.0,3.0,3.0,2.0,2.0,0.0,85.0,70.0,50.0,70.0,70.0,4.0,3.0,2.0,4.0,1.0,51.0,1.0,3.0,20.0,50.0,5.0,1.0
2.0,1.0,4.0,3.0,3.0,2.0,0.0,85.0,90.0,50.0,50.0,50.0,,1.0,3.0,4.0,1.0,29.0,1.0,4.0,15.0,50.0,5.0,2.0
2.0,1.0,1.0,2.0,1.0,2.0,1.0,70.0,100.0,0.0,70.0,0.0,1.0,3.0,1.0,1.0,1.0,55.0,1.0,4.0,19.0,85.0,1.0,2.0
1.0,1.0,3.0,3.0,3.0,2.0,1.0,85.0,70.0,40.0,85.0,40.0,,3.0,0.0,2.0,1.0,76.0,1.0,1.0,10.0,70.0,5.0,1.0
1.0,1.0,2.0,2.0,2.0,2.0,1.0,40.0,15.0,60.0,40.0,60.0,5.0,5.0,3.0,1.0,1.0,47.0,1.0,4.0,16.0,40.0,5.0,2.0
2.0,1.0,5.0,3.0,4.0,2.0,1.0,60.0,40.0,,70.0,30.0,4.0,3.0,2.0,3.0,1.0,46.0,3.0,3.0,8.0,60.0,5.0,9.0
2.0,1.0,3.0,3.0,2.0,2.0,1.0,50.0,40.0,50.0,50.0,50.0,4.0,3.0,1.0,2.0,1.0,35.0,1.0,4.0,18.0,60.0,5.0,1.0
2.0,1.0,5.0,3.0,4.0,2.0,1.0,0.0,30.0,,40.0,60.0,,5.0,5.0,2.0,1.0,71.0,2.0,1.0,6.0,40.0,5.0,1.0
1.0,1.0,4.0,3.0,3.0,3.0,0.0,70.0,40.0,,,,,1.0,3.0,1.0,1.0,34.0,1.0,2.0,23.0,,,1.0
2.0,2.0,2.0,2.0,2.0,3.0,16.0,85.0,85.0,50.0,100.0,0.0,,3.0,1.0,1.0,1.0,81.0,2.0,1.0,,85.0,1.0,1.0
2.0,2.0,4.0,4.0,3.0,3.0,16.0,100.0,100.0,0.0,0.0,85.0,,3.0,4.0,1.0,1.0,48.0,1.0,2.0,3.0,70.0,5.0,7.0
2.0,1.0,2.0,3.0,3.0,3.0,16.0,60.0,60.0,60.0,70.0,85.0,6.0,5.0,5.0,5.0,1.0,56.0,5.0,4.0,5.0,40.0,5.0,1.0
1.0,2.0,4.0,3.0,3.0,3.0,16.0,85.0,70.0,35.0,85.0,50.0,,3.0,1.0,2.0,1.0,40.0,1.0,3.0,13.0,60.0,5.0,1.0
2.0,1.0,5.0,2.0,4.0,3.0,0.0,40.0,60.0,50.0,40.0,60.0,3.0,5.0,5.0,3.0,2.0,26.0,5.0,6.0,16.0,85.0,5.0,1.0
1.0,1.0,3.0,2.0,2.0,3.0,0.0,50.0,50.0,60.0,40.0,60.0,6.0,3.0,5.0,4.0,1.0,23.0,3.0,4.0,22.0,60.0,5.0,1.0
2.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,80.0,0.0,80.0,6.0,1.0,4.0,2.0,1.0,88.0,2.0,4.0,5.0,6.0,5.0,9.0
1.0,1.0,1.0,1.0,2.0,3.0,0.0,80.0,75.0,40.0,60.0,40.0,4.0,1.0,2.0,5.0,1.0,23.0,5.0,6.0,22.0,50.0,5.0,1.0
2.0,1.0,3.0,2.0,3.0,3.0,0.0,70.0,85.0,85.0,50.0,50.0,4.0,3.0,2.0,1.0,1.0,83.0,1.0,6.0,14.0,85.0,5.0,1.0
1.0,1.0,1.0,1.0,2.0,3.0,0.0,15.0,15.0,40.0,15.0,70.0,5.0,3.0,4.0,2.0,1.0,46.0,1.0,6.0,24.0,50.0,5.0,2.0
2.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,100.0,1.0,100.0,7.0,5.0,6.0,4.0,1.0,24.0,1.0,6.0,21.0,0.0,5.0,1.0
1.0,1.0,1.0,1.0,1.0,3.0,0.0,40.0,40.0,70.0,30.0,70.0,6.0,1.0,5.0,4.0,1.0,55.0,1.0,6.0,22.0,60.0,5.0,1.0
2.0,1.0,2.0,3.0,2.0,3.0,0.0,60.0,30.0,15.0,40.0,60.0,4.0,3.0,4.0,4.0,1.0,36.0,5.0,6.0,14.0,50.0,5.0,1.0
1.0,1.0,2.0,2.0,2.0,3.0,0.0,70.0,50.0,70.0,60.0,50.0,5.0,1.0,2.0,4.0,2.0,25.0,5.0,4.0,8.0,70.0,5.0,9.0
2.0,1.0,2.0,2.0,2.0,3.0,0.0,15.0,30.0,30.0,30.0,60.0,6.0,1.0,6.0,4.0,1.0,35.0,1.0,7.0,22.0,40.0,5.0,1.0
1.0,1.0,2.0,2.0,2.0,3.0,0.0,50.0,40.0,60.0,40.0,60.0,5.0,1.0,5.0,2.0,1.0,47.0,1.0,6.0,7.0,50.0,5.0,1.0
2.0,1.0,1.0,1.0,1.0,3.0,16.0,85.0,85.0,0.0,85.0,15.0,2.0,1.0,0.0,4.0,1.0,67.0,3.0,4.0,17.0,85.0,1.0,1.0
2.0,1.0,3.0,2.0,3.0,3.0,16.0,60.0,70.0,50.0,,,,3.0,1.0,4.0,1.0,57.0,1.0,4.0,20.0,,5.0,1.0
1.0,1.0,1.0,1.0,2.0,3.0,16.0,40.0,15.0,60.0,,60.0,6.0,1.0,4.0,2.0,1.0,65.0,2.0,4.0,20.0,70.0,5.0,1.0
1.0,1.0,3.0,3.0,3.0,3.0,0.0,70.0,60.0,60.0,70.0,60.0,,3.0,1.0,2.0,1.0,50.0,3.0,2.0,3.0,70.0,5.0,1.0
2.0,1.0,3.0,3.0,3.0,3.0,0.0,60.0,70.0,50.0,50.0,50.0,,3.0,1.0,1.0,1.0,54.0,1.0,2.0,17.0,70.0,5.0,1.0
2.0,1.0,4.0,4.0,2.0,3.0,0.0,50.0,50.0,,40.0,40.0,4.0,3.0,3.0,1.0,2.0,35.0,3.0,2.0,1.0,100.0,5.0,9.0
1.0,1.0,3.0,3.0,3.0,3.0,0.0,40.0,30.0,60.0,15.0,70.0,,1.0,4.0,1.0,2.0,30.0,1.0,4.0,18.0,,,9.0
2.0,2.0,4.0,3.0,3.0,3.0,0.0,85.0,60.0,,60.0,,,3.0,4.0,4.0,1.0,50.0,1.0,2.0,13.0,40.0,5.0,1.0
2.0,1.0,2.0,2.0,3.0,3.0,0.0,40.0,70.0,40.0,40.0,60.0,6.0,5.0,4.0,4.0,1.0,47.0,1.0,7.0,20.0,50.0,5.0,1.0
1.0,1.0,4.0,3.0,5.0,3.0,0.0,50.0,50.0,50.0,50.0,50.0,4.0,3.0,,3.0,2.0,35.0,1.0,2.0,14.0,50.0,5.0,9.0
1.0,1.0,5.0,3.0,4.0,3.0,0.0,70.0,,,,,,3.0,1.0,5.0,1.0,84.0,5.0,1.0,4.0,,,9.0
1.0,1.0,5.0,3.0,4.0,3.0,0.0,50.0,,,50.0,50.0,,3.0,6.0,2.0,1.0,74.0,1.0,1.0,7.0,50.0,1.0,1.0
1.0,1.0,3.0,3.0,2.0,3.0,0.0,15.0,15.0,85.0,15.0,85.0,6.0,5.0,6.0,5.0,1.0,52.0,1.0,3.0,16.0,70.0,5.0,1.0
2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,30.0,85.0,5.0,5.0,4.0,1.0,1.0,37.0,3.0,3.0,18.0,70.0,5.0,1.0
2.0,1.0,3.0,3.0,4.0,3.0,0.0,10.0,,,,,5.0,3.0,1.0,3.0,1.0,58.0,1.0,1.0,15.0,100.0,5.0,9.0
2.0,1.0,3.0,2.0,3.0,3.0,0.0,60.0,30.0,40.0,50.0,50.0,,5.0,3.0,3.0,1.0,56.0,1.0,3.0,23.0,,,1.0
1.0,1.0,4.0,3.0,3.0,3.0,0.0,50.0,40.0,,50.0,50.0,,3.0,,3.0,2.0,34.0,1.0,3.0,13.0,100.0,5.0,1.0
